query_raw	query_normalized	normalization_group_id	normalization_type	normalization_reason
амулет подвеска талисман	амулет подвеска талисман	QG_e9ff4b3910ae	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет руна в машину	амулет руна в машину	QG_45978d24d235	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет руны	амулет руны	QG_07fd8a0fe6b7	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет рыбы	амулет рыбы	QG_bd40417b2bf0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет с зеркалом	амулет с зеркалом	QG_cad14de4f23a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет с зеркалом по	амулет с зеркалом по	QG_e673d92669c9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет с зеркалом подвеска	амулет с зеркалом подвеска	QG_8b8209d92793	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет с зеркальцем	амулет с зеркальцем	QG_6a3c4053b634	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет с рунами	амулет с рунами	QG_4e480f60896d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет скорпион	амулет скорпион	QG_5aa3eccfad7e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет скорпион на	амулет скорпион на	QG_da2386238952	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет скорпион на шею талисман	амулет скорпион на шею талисман	QG_990ec4e00dcb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянские боги	амулет славянские боги	QG_35e3bf123a90	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянский в машину на зеркало	амулет славянский в машину на зеркало	QG_6c46dc5f3bc4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянский ветер	амулет славянский ветер	QG_f36ff2a23882	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянский из дерева для творчества	амулет славянский из дерева для творчества	QG_8563a86ab623	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянский мужской перуна	амулет славянский мужской перуна	QG_fcfa7dc6202e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет славянский подарок	амулет славянский подарок	QG_c089c1a77eeb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет тайна амулета	амулет тайна амулета	QG_dd0cdecf76d6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет талисман мужской	амулет талисман мужской	QG_b9e959d53704	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет тельца	амулет тельца	QG_498daafa6c99	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет тельца мужской	амулет тельца мужской	QG_1042f02298ee	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет тзвезда	амулет тзвезда	QG_2df77e45b41d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет черный подвеска	амулет черный подвеска	QG_c036ed5cb0de	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет чёрное зеркало	амулет черное зеркало	QG_4eaca557779a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет японский на шею	амулет японский на шею	QG_5ffcdbafd979	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулет японский самурай	амулет японский самурай	QG_bf20f94f747c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулетом на машину	амулетом на машину	QG_b197926667f3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты	амулеты	QG_e27399e40bfd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты богинь славянских	амулеты богинь славянских	QG_15af0cc18450	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты дерева печать велеса	амулеты дерева печать велеса	QG_9d1275821bb8	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты деревянные	амулеты деревянные	QG_7dc2a834e71c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты для знака зодиака рак	амулеты для знака зодиака рак	QG_c71681f648cd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты для призывать	амулеты для призывать	QG_eab946d08353	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты и обереги	амулеты и обереги	QG_06696161e31b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты и обереги набор	амулеты и обереги набор	QG_a55af2466926	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты и талисманы	амулеты и талисманы	QG_eec661d72032	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
амулеты из дерева	амулеты из дерева	QG_881a50467874	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
